id,identifier,work_home_actual
85792,85792,1
85793,85793,0
85794,85794,1
85795,85795,1
85796,85796,0
85797,85797,1
85798,85798,1
85799,85799,0
85800,85800,1
85801,85801,1
85802,85802,1
85803,85803,1
85804,85804,0
85805,85805,0
85806,85806,1
85807,85807,1
85808,85808,0
85809,85809,0
85810,85810,0
85811,85811,0
85812,85812,1
85813,85813,0
85814,85814,0
85815,85815,0
85816,85816,1
85817,85817,0
85818,85818,1
85819,85819,0
85820,85820,1
85821,85821,0
85822,85822,1
85823,85823,1
85824,85824,0
85825,85825,1
85826,85826,0
85827,85827,0
85828,85828,1
85829,85829,0
85830,85830,1
85831,85831,0
85832,85832,1
85833,85833,0
85834,85834,1
85835,85835,1
85836,85836,1
85837,85837,0
85838,85838,1
85839,85839,1
85840,85840,0
85841,85841,1
85842,85842,1
85843,85843,0
85844,85844,0
85845,85845,1
85846,85846,1
85847,85847,0
85848,85848,0
85849,85849,1
85850,85850,1
85851,85851,0
85852,85852,1
85853,85853,1
85854,85854,0
85855,85855,1
85856,85856,0
85857,85857,1
85858,85858,0
85859,85859,0
85860,85860,1
85861,85861,1
85862,85862,0
85863,85863,0
85864,85864,0
85865,85865,1
85866,85866,0
85867,85867,1
85868,85868,0
85869,85869,0
85870,85870,1
85871,85871,1
85872,85872,0
85873,85873,1
85874,85874,0
85875,85875,0
85876,85876,0
85877,85877,1
85878,85878,0
85879,85879,0
85880,85880,1
85881,85881,0
85882,85882,0
85883,85883,0
85884,85884,0
85885,85885,1
85886,85886,0
85887,85887,0
85888,85888,0
85889,85889,0
85890,85890,0
85891,85891,1
85892,85892,0
85893,85893,0
85894,85894,1
85895,85895,1
85896,85896,1
85897,85897,0
85898,85898,1
85899,85899,0
85900,85900,0
85901,85901,0
85902,85902,0
85903,85903,0
85904,85904,1
85905,85905,1
85906,85906,1
85907,85907,1
85908,85908,0
85909,85909,1
85910,85910,0
85911,85911,1
85912,85912,1
85913,85913,1
85914,85914,1
85915,85915,1
85916,85916,0
85917,85917,0
85918,85918,1
85919,85919,0
85920,85920,0
85921,85921,1
85922,85922,1
85923,85923,0
85924,85924,0
85925,85925,0
85926,85926,0
85927,85927,0
85928,85928,1
85929,85929,1
85930,85930,1
85931,85931,0
85932,85932,0
85933,85933,1
85934,85934,0
85935,85935,0
85936,85936,1
85937,85937,0
85938,85938,0
85939,85939,1
85940,85940,1
85941,85941,0
85942,85942,0
85943,85943,1
85944,85944,0
85945,85945,1
85946,85946,0
85947,85947,1
85948,85948,1
85949,85949,0
85950,85950,1
85951,85951,0
85952,85952,1
85953,85953,1
85954,85954,0
85955,85955,1
85956,85956,1
85957,85957,0
85958,85958,1
85959,85959,1
85960,85960,0
85961,85961,0
85962,85962,1
85963,85963,0
85964,85964,1
85965,85965,1
85966,85966,0
85967,85967,1
85968,85968,0
85969,85969,0
85970,85970,0
85971,85971,1
85972,85972,0
85973,85973,1
85974,85974,0
85975,85975,1
85976,85976,1
85977,85977,0
85978,85978,0
85979,85979,1
85980,85980,1
85981,85981,1
85982,85982,1
85983,85983,0
85984,85984,1
85985,85985,1
85986,85986,1
85987,85987,0
85988,85988,1
85989,85989,1
85990,85990,1
85991,85991,1
85992,85992,0
85993,85993,1
85994,85994,1
85995,85995,1
85996,85996,1
85997,85997,0
85998,85998,1
85999,85999,1
86000,86000,1
86001,86001,1
86002,86002,1
86003,86003,1
86004,86004,1
86005,86005,0
86006,86006,0
86007,86007,1
86008,86008,1
86009,86009,0
86010,86010,1
86011,86011,0
86012,86012,0
86013,86013,0
86014,86014,0
86015,86015,1
86016,86016,0
86017,86017,1
86018,86018,0
86019,86019,0
86020,86020,1
86021,86021,1
86022,86022,0
86023,86023,1
86024,86024,1
86025,86025,1
86026,86026,1
86027,86027,1
86028,86028,0
86029,86029,1
86030,86030,1
86031,86031,0
86032,86032,0
86033,86033,1
86034,86034,0
86035,86035,0
86036,86036,0
86037,86037,0
86038,86038,1
86039,86039,0
86040,86040,1
86041,86041,0
86042,86042,1
86043,86043,0
86044,86044,0
86045,86045,1
86046,86046,1
86047,86047,0
86048,86048,0
86049,86049,1
86050,86050,0
86051,86051,0
86052,86052,1
86053,86053,0
86054,86054,0
86055,86055,0
86056,86056,0
86057,86057,1
86058,86058,0
86059,86059,0
86060,86060,0
86061,86061,1
86062,86062,1
86063,86063,0
86064,86064,1
86065,86065,1
86066,86066,0
86067,86067,0
86068,86068,1
86069,86069,0
86070,86070,1
86071,86071,1
86072,86072,0
86073,86073,1
86074,86074,1
86075,86075,1
86076,86076,0
86077,86077,0
86078,86078,1
86079,86079,1
86080,86080,0
86081,86081,1
86082,86082,0
86083,86083,0
86084,86084,0
86085,86085,0
86086,86086,0
86087,86087,0
86088,86088,0
86089,86089,0
86090,86090,1
86091,86091,1
86092,86092,0
86093,86093,1
86094,86094,1
86095,86095,1
86096,86096,0
86097,86097,0
86098,86098,1
86099,86099,1
86100,86100,1
86101,86101,0
86102,86102,0
86103,86103,0
86104,86104,1
86105,86105,0
86106,86106,1
86107,86107,1
86108,86108,1
86109,86109,0
86110,86110,0
86111,86111,0
86112,86112,0
86113,86113,1
86114,86114,0
86115,86115,1
86116,86116,0
86117,86117,0
86118,86118,0
86119,86119,0
86120,86120,1
86121,86121,1
86122,86122,0
86123,86123,1
86124,86124,0
86125,86125,1
86126,86126,1
86127,86127,1
86128,86128,1
86129,86129,0
86130,86130,1
86131,86131,0
86132,86132,1
86133,86133,0
86134,86134,1
86135,86135,0
86136,86136,0
86137,86137,1
86138,86138,1
86139,86139,0
86140,86140,0
86141,86141,0
86142,86142,0
86143,86143,1
86144,86144,1
86145,86145,0
86146,86146,0
86147,86147,1
86148,86148,1
86149,86149,0
86150,86150,0
86151,86151,1
86152,86152,1
86153,86153,1
86154,86154,0
86155,86155,0
86156,86156,0
86157,86157,0
86158,86158,1
86159,86159,1
86160,86160,0
86161,86161,1
86162,86162,1
86163,86163,1
86164,86164,0
86165,86165,1
86166,86166,0
86167,86167,0
86168,86168,0
86169,86169,0
86170,86170,1
86171,86171,0
86172,86172,1
86173,86173,0
86174,86174,0
86175,86175,1
86176,86176,0
86177,86177,0
86178,86178,0
86179,86179,0
86180,86180,0
86181,86181,1
86182,86182,0
86183,86183,1
86184,86184,1
86185,86185,1
86186,86186,1
86187,86187,1
86188,86188,1
86189,86189,1
86190,86190,1
86191,86191,0
86192,86192,1
86193,86193,1
86194,86194,0
86195,86195,0
86196,86196,1
86197,86197,1
86198,86198,1
86199,86199,1
86200,86200,0
86201,86201,0
86202,86202,0
86203,86203,0
86204,86204,1
86205,86205,0
86206,86206,1
86207,86207,1
86208,86208,1
86209,86209,0
86210,86210,0
86211,86211,1
86212,86212,1
86213,86213,1
86214,86214,1
86215,86215,0
86216,86216,0
86217,86217,1
86218,86218,0
86219,86219,0
86220,86220,1
86221,86221,1
86222,86222,1
86223,86223,1
86224,86224,1
86225,86225,0
86226,86226,0
86227,86227,0
86228,86228,1
86229,86229,1
86230,86230,0
86231,86231,1
86232,86232,0
86233,86233,1
86234,86234,1
86235,86235,1
86236,86236,0
86237,86237,1
86238,86238,1
86239,86239,1
86240,86240,0
86241,86241,1
86242,86242,0
86243,86243,1
86244,86244,1
86245,86245,1
86246,86246,0
86247,86247,1
86248,86248,0
86249,86249,1
86250,86250,0
86251,86251,1
86252,86252,0
86253,86253,1
86254,86254,1
86255,86255,0
86256,86256,1
86257,86257,1
86258,86258,0
86259,86259,0
86260,86260,1
86261,86261,0
86262,86262,0
86263,86263,1
86264,86264,0
86265,86265,1
86266,86266,0
86267,86267,1
86268,86268,0
86269,86269,0
86270,86270,0
86271,86271,1
86272,86272,0
86273,86273,0
86274,86274,1
86275,86275,0
86276,86276,1
86277,86277,0
86278,86278,1
86279,86279,0
86280,86280,0
86281,86281,1
86282,86282,1
86283,86283,1
86284,86284,0
86285,86285,0
86286,86286,0
86287,86287,0
86288,86288,1
86289,86289,1
86290,86290,0
86291,86291,0
86292,86292,0
86293,86293,1
86294,86294,0
86295,86295,1
86296,86296,0
86297,86297,1
86298,86298,0
86299,86299,0
86300,86300,1
86301,86301,1
86302,86302,0
86303,86303,1
86304,86304,0
86305,86305,0
86306,86306,1
86307,86307,0
86308,86308,1
86309,86309,0
86310,86310,0
86311,86311,0
86312,86312,0
86313,86313,1
86314,86314,0
86315,86315,0
86316,86316,0
86317,86317,0
86318,86318,0
86319,86319,0
86320,86320,1
86321,86321,1
86322,86322,1
86323,86323,1
86324,86324,1
86325,86325,1
86326,86326,1
86327,86327,0
86328,86328,1
86329,86329,1
86330,86330,1
86331,86331,0
86332,86332,1
86333,86333,1
86334,86334,0
86335,86335,0
86336,86336,1
86337,86337,1
86338,86338,1
86339,86339,0
86340,86340,1
86341,86341,1
86342,86342,0
86343,86343,0
86344,86344,0
86345,86345,1
86346,86346,0
86347,86347,1
86348,86348,0
86349,86349,0
86350,86350,1
86351,86351,0
86352,86352,1
86353,86353,1
86354,86354,0
86355,86355,1
86356,86356,0
86357,86357,1
86358,86358,1
86359,86359,1
86360,86360,0
86361,86361,0
86362,86362,1
86363,86363,1
86364,86364,1
86365,86365,1
86366,86366,0
86367,86367,1
86368,86368,1
86369,86369,0
86370,86370,0
86371,86371,1
86372,86372,1
86373,86373,0
86374,86374,0
86375,86375,0
86376,86376,1
86377,86377,1
86378,86378,1
86379,86379,0
86380,86380,0
86381,86381,1
86382,86382,0
86383,86383,0
86384,86384,1
86385,86385,1
86386,86386,0
86387,86387,1
86388,86388,0
86389,86389,1
86390,86390,1
86391,86391,0
86392,86392,1
86393,86393,0
86394,86394,1
86395,86395,1
86396,86396,0
86397,86397,1
86398,86398,1
86399,86399,0
86400,86400,0
86401,86401,0
86402,86402,1
86403,86403,1
86404,86404,1
86405,86405,0
86406,86406,1
86407,86407,1
86408,86408,1
86409,86409,0
86410,86410,1
86411,86411,0
86412,86412,1
86413,86413,1
86414,86414,1
86415,86415,1
86416,86416,1
86417,86417,0
86418,86418,0
86419,86419,0
86420,86420,1
86421,86421,1
86422,86422,0
86423,86423,1
86424,86424,0
86425,86425,1
86426,86426,0
86427,86427,0
86428,86428,1
86429,86429,1
86430,86430,0
86431,86431,1
86432,86432,1
86433,86433,0
86434,86434,1
86435,86435,0
86436,86436,0
86437,86437,1
86438,86438,0
86439,86439,0
86440,86440,1
86441,86441,1
86442,86442,1
86443,86443,0
86444,86444,1
86445,86445,0
86446,86446,1
86447,86447,0
86448,86448,0
86449,86449,1
86450,86450,0
86451,86451,0
86452,86452,1
86453,86453,0
86454,86454,1
86455,86455,0
86456,86456,0
86457,86457,0
86458,86458,1
86459,86459,1
86460,86460,0
86461,86461,1
86462,86462,0
86463,86463,0
86464,86464,0
86465,86465,1
86466,86466,0
86467,86467,1
86468,86468,0
86469,86469,1
86470,86470,1
86471,86471,1
86472,86472,0
86473,86473,0
86474,86474,0
86475,86475,1
86476,86476,0
86477,86477,1
86478,86478,1
86479,86479,1
86480,86480,0
86481,86481,1
86482,86482,1
86483,86483,0
86484,86484,0
86485,86485,0
86486,86486,0
86487,86487,1
86488,86488,1
86489,86489,1
86490,86490,0
86491,86491,0
86492,86492,1
86493,86493,0
86494,86494,1
86495,86495,1
86496,86496,0
86497,86497,1
86498,86498,0
86499,86499,1
86500,86500,1
86501,86501,1
86502,86502,1
86503,86503,1
86504,86504,0
86505,86505,0
86506,86506,0
86507,86507,1
86508,86508,0
86509,86509,0
86510,86510,0
86511,86511,0
86512,86512,0
86513,86513,0
86514,86514,1
86515,86515,0
86516,86516,0
86517,86517,0
86518,86518,1
86519,86519,0
86520,86520,0
86521,86521,0
86522,86522,0
86523,86523,0
86524,86524,1
86525,86525,1
86526,86526,0
86527,86527,1
86528,86528,1
86529,86529,1
86530,86530,1
86531,86531,1
86532,86532,1
86533,86533,1
86534,86534,1
86535,86535,0
86536,86536,0
86537,86537,0
86538,86538,1
86539,86539,0
86540,86540,1
86541,86541,0
86542,86542,1
86543,86543,0
86544,86544,0
86545,86545,0
86546,86546,0
86547,86547,1
86548,86548,1
86549,86549,0
86550,86550,1
86551,86551,0
86552,86552,1
86553,86553,0
86554,86554,1
86555,86555,0
86556,86556,0
86557,86557,0
86558,86558,1
86559,86559,0
86560,86560,0
86561,86561,0
86562,86562,0
86563,86563,1
86564,86564,0
86565,86565,0
86566,86566,1
86567,86567,1
86568,86568,1
86569,86569,1
86570,86570,1
86571,86571,0
86572,86572,1
86573,86573,0
86574,86574,1
86575,86575,0
86576,86576,1
86577,86577,1
86578,86578,1
86579,86579,0
86580,86580,0
86581,86581,1
86582,86582,0
86583,86583,1
86584,86584,0
86585,86585,1
86586,86586,0
86587,86587,1
86588,86588,0
86589,86589,1
86590,86590,0
86591,86591,1
86592,86592,0
86593,86593,1
86594,86594,0
86595,86595,1
86596,86596,0
86597,86597,0
86598,86598,0
86599,86599,0
86600,86600,1
86601,86601,1
86602,86602,0
86603,86603,1
86604,86604,1
86605,86605,0
86606,86606,0
86607,86607,0
86608,86608,0
86609,86609,1
86610,86610,1
86611,86611,0
86612,86612,1
86613,86613,1
86614,86614,0
86615,86615,1
86616,86616,1
86617,86617,0
86618,86618,0
86619,86619,0
86620,86620,0
86621,86621,1
86622,86622,1
86623,86623,0
86624,86624,0
86625,86625,1
86626,86626,0
86627,86627,1
86628,86628,0
86629,86629,1
86630,86630,0
86631,86631,1
86632,86632,1
86633,86633,1
86634,86634,0
86635,86635,0
86636,86636,0
86637,86637,0
86638,86638,0
86639,86639,1
86640,86640,0
86641,86641,0
86642,86642,0
86643,86643,1
86644,86644,0
86645,86645,1
86646,86646,1
86647,86647,0
86648,86648,1
86649,86649,0
86650,86650,0
86651,86651,1
86652,86652,1
86653,86653,1
86654,86654,0
86655,86655,0
86656,86656,0
86657,86657,0
86658,86658,0
86659,86659,1
86660,86660,1
86661,86661,1
86662,86662,0
86663,86663,0
86664,86664,0
86665,86665,0
86666,86666,0
86667,86667,1
86668,86668,1
86669,86669,1
86670,86670,0
86671,86671,1
86672,86672,0
86673,86673,1
86674,86674,0
86675,86675,1
86676,86676,1
86677,86677,1
86678,86678,0
86679,86679,0
86680,86680,1
86681,86681,1
86682,86682,0
86683,86683,0
86684,86684,1
86685,86685,0
86686,86686,0
86687,86687,0
86688,86688,1
86689,86689,1
86690,86690,1
86691,86691,0
86692,86692,1
86693,86693,1
86694,86694,1
86695,86695,1
86696,86696,1
86697,86697,1
86698,86698,1
86699,86699,1
86700,86700,1
86701,86701,1
86702,86702,0
86703,86703,0
86704,86704,0
86705,86705,0
86706,86706,1
86707,86707,1
86708,86708,1
86709,86709,1
86710,86710,1
86711,86711,0
86712,86712,1
86713,86713,1
86714,86714,0
86715,86715,0
86716,86716,0
86717,86717,1
86718,86718,1
86719,86719,1
86720,86720,0
86721,86721,1
86722,86722,1
86723,86723,1
86724,86724,0
86725,86725,1
86726,86726,0
86727,86727,1
86728,86728,1
86729,86729,0
86730,86730,0
86731,86731,1
86732,86732,0
86733,86733,1
86734,86734,1
86735,86735,1
86736,86736,1
86737,86737,1
86738,86738,1
86739,86739,1
86740,86740,1
86741,86741,1
86742,86742,0
86743,86743,1
86744,86744,0
86745,86745,0
86746,86746,1
86747,86747,0
86748,86748,1
86749,86749,1
86750,86750,1
86751,86751,1
86752,86752,0
86753,86753,0
86754,86754,1
86755,86755,0
86756,86756,1
86757,86757,1
86758,86758,1
86759,86759,1
86760,86760,1
86761,86761,0
86762,86762,0
86763,86763,0
86764,86764,0
86765,86765,0
86766,86766,1
86767,86767,1
86768,86768,0
86769,86769,1
86770,86770,0
86771,86771,1
86772,86772,1
86773,86773,1
86774,86774,0
86775,86775,1
86776,86776,0
86777,86777,1
86778,86778,1
86779,86779,0
86780,86780,1
86781,86781,1
86782,86782,1
86783,86783,0
86784,86784,1
86785,86785,0
86786,86786,1
86787,86787,0
86788,86788,1
86789,86789,0
86790,86790,0
86791,86791,1
86792,86792,0
86793,86793,0
86794,86794,1
86795,86795,1
86796,86796,1
86797,86797,0
86798,86798,1
86799,86799,0
86800,86800,0
86801,86801,1
86802,86802,1
86803,86803,0
86804,86804,1
86805,86805,0
86806,86806,0
86807,86807,1
86808,86808,1
86809,86809,1
86810,86810,1
86811,86811,0
86812,86812,1
86813,86813,0
86814,86814,0
86815,86815,1
86816,86816,1
86817,86817,0
86818,86818,0
86819,86819,0
86820,86820,1
86821,86821,0
86822,86822,1
86823,86823,1
86824,86824,0
86825,86825,1
86826,86826,1
86827,86827,1
86828,86828,1
86829,86829,0
86830,86830,1
86831,86831,1
86832,86832,1
86833,86833,1
86834,86834,1
86835,86835,1
86836,86836,1
86837,86837,0
86838,86838,0
86839,86839,0
86840,86840,1
86841,86841,1
86842,86842,1
86843,86843,1
86844,86844,0
86845,86845,1
86846,86846,0
86847,86847,1
86848,86848,0
86849,86849,0
86850,86850,1
86851,86851,0
86852,86852,0
86853,86853,0
86854,86854,0
86855,86855,1
86856,86856,1
86857,86857,0
86858,86858,0
86859,86859,1
86860,86860,1
86861,86861,0
86862,86862,0
86863,86863,1
86864,86864,0
86865,86865,0
86866,86866,0
86867,86867,0
86868,86868,0
86869,86869,1
86870,86870,0
86871,86871,1
86872,86872,0
86873,86873,0
86874,86874,0
86875,86875,0
86876,86876,1
86877,86877,1
86878,86878,1
86879,86879,1
86880,86880,0
86881,86881,1
86882,86882,0
86883,86883,1
86884,86884,1
86885,86885,0
86886,86886,1
86887,86887,1
86888,86888,0
86889,86889,1
86890,86890,1
86891,86891,1
86892,86892,0
86893,86893,0
86894,86894,1
86895,86895,0
86896,86896,1
86897,86897,1
86898,86898,1
86899,86899,1
86900,86900,0
86901,86901,0
86902,86902,1
86903,86903,0
86904,86904,1
86905,86905,0
86906,86906,0
86907,86907,0
86908,86908,0
86909,86909,0
86910,86910,1
86911,86911,0
86912,86912,1
86913,86913,1
86914,86914,1
86915,86915,1
86916,86916,1
86917,86917,1
86918,86918,1
86919,86919,0
86920,86920,0
86921,86921,1
86922,86922,1
86923,86923,1
86924,86924,0
86925,86925,0
86926,86926,0
86927,86927,0
86928,86928,1
86929,86929,1
86930,86930,1
86931,86931,0
86932,86932,1
86933,86933,1
86934,86934,0
86935,86935,0
86936,86936,0
86937,86937,0
86938,86938,1
86939,86939,1
86940,86940,1
86941,86941,0
86942,86942,1
86943,86943,1
86944,86944,0
86945,86945,1
86946,86946,1
86947,86947,0
86948,86948,1
86949,86949,0
86950,86950,1
86951,86951,1
86952,86952,0
86953,86953,0
86954,86954,1
86955,86955,1
86956,86956,1
86957,86957,1
86958,86958,1
86959,86959,1
86960,86960,0
86961,86961,1
86962,86962,0
86963,86963,1
86964,86964,0
86965,86965,1
86966,86966,1
86967,86967,0
86968,86968,1
86969,86969,1
86970,86970,0
86971,86971,1
86972,86972,0
86973,86973,0
86974,86974,0
86975,86975,1
86976,86976,0
86977,86977,0
86978,86978,1
86979,86979,0
86980,86980,0
86981,86981,0
86982,86982,1
86983,86983,0
86984,86984,0
86985,86985,0
86986,86986,0
86987,86987,0
86988,86988,0
86989,86989,0
86990,86990,0
86991,86991,0
86992,86992,1
86993,86993,1
86994,86994,0
86995,86995,0
86996,86996,1
86997,86997,0
86998,86998,0
86999,86999,1
87000,87000,0
87001,87001,0
87002,87002,1
87003,87003,1
87004,87004,0
87005,87005,0
87006,87006,0
87007,87007,1
87008,87008,1
87009,87009,0
87010,87010,1
87011,87011,0
87012,87012,0
87013,87013,1
87014,87014,0
87015,87015,0
87016,87016,0
87017,87017,1
87018,87018,1
87019,87019,0
87020,87020,0
87021,87021,1
87022,87022,1
87023,87023,0
87024,87024,0
87025,87025,1
87026,87026,0
87027,87027,0
87028,87028,0
87029,87029,1
87030,87030,0
87031,87031,0
87032,87032,1
87033,87033,1
87034,87034,1
87035,87035,1
87036,87036,1
87037,87037,1
87038,87038,1
87039,87039,1
87040,87040,0
87041,87041,1
87042,87042,0
87043,87043,1
87044,87044,0
87045,87045,0
87046,87046,1
87047,87047,0
87048,87048,1
87049,87049,1
87050,87050,0
87051,87051,1
87052,87052,0
87053,87053,1
87054,87054,1
87055,87055,0
87056,87056,0
87057,87057,0
87058,87058,1
87059,87059,0
87060,87060,0
87061,87061,1
87062,87062,0
87063,87063,1
87064,87064,1
87065,87065,1
87066,87066,1
87067,87067,0
87068,87068,1
87069,87069,0
87070,87070,1
87071,87071,1
87072,87072,1
87073,87073,1
87074,87074,0
87075,87075,1
87076,87076,1
87077,87077,1
87078,87078,1
87079,87079,1
87080,87080,0
87081,87081,0
87082,87082,0
87083,87083,1
87084,87084,0
87085,87085,0
87086,87086,0
87087,87087,1
87088,87088,1
87089,87089,0
87090,87090,0
87091,87091,1
87092,87092,0
87093,87093,1
87094,87094,0
87095,87095,1
87096,87096,0
87097,87097,1
87098,87098,1
87099,87099,0
87100,87100,0
87101,87101,0
87102,87102,0
87103,87103,0
87104,87104,1
87105,87105,0
87106,87106,0
87107,87107,0
87108,87108,0
87109,87109,0
87110,87110,0
87111,87111,0
87112,87112,0
87113,87113,1
87114,87114,1
87115,87115,1
87116,87116,1
87117,87117,0
87118,87118,1
87119,87119,0
87120,87120,1
87121,87121,0
87122,87122,0
87123,87123,0
87124,87124,1
87125,87125,1
87126,87126,0
87127,87127,0
87128,87128,0
87129,87129,1
87130,87130,0
87131,87131,0
87132,87132,1
87133,87133,0
87134,87134,1
87135,87135,0
87136,87136,0
87137,87137,1
87138,87138,1
87139,87139,1
87140,87140,1
87141,87141,1
87142,87142,1
87143,87143,1
87144,87144,1
87145,87145,0
87146,87146,1
87147,87147,1
87148,87148,1
87149,87149,1
87150,87150,0
87151,87151,1
87152,87152,0
87153,87153,1
87154,87154,0
87155,87155,0
87156,87156,0
87157,87157,1
87158,87158,0
87159,87159,0
87160,87160,1
87161,87161,1
87162,87162,1
87163,87163,0
87164,87164,1
87165,87165,0
87166,87166,0
87167,87167,1
87168,87168,1
87169,87169,0
87170,87170,1
87171,87171,1
87172,87172,1
87173,87173,0
87174,87174,1
87175,87175,1
87176,87176,0
87177,87177,0
87178,87178,0
87179,87179,1
87180,87180,0
87181,87181,0
87182,87182,1
87183,87183,0
87184,87184,0
87185,87185,1
87186,87186,1
87187,87187,0
87188,87188,1
87189,87189,1
87190,87190,1
87191,87191,1
87192,87192,1
87193,87193,0
87194,87194,1
87195,87195,1
87196,87196,0
87197,87197,0
87198,87198,0
87199,87199,1
87200,87200,1
87201,87201,1
87202,87202,1
87203,87203,1
87204,87204,0
87205,87205,0
87206,87206,1
87207,87207,0
87208,87208,0
87209,87209,0
87210,87210,1
87211,87211,1
87212,87212,0
87213,87213,0
87214,87214,1
87215,87215,0
87216,87216,0
87217,87217,1
87218,87218,1
87219,87219,0
87220,87220,1
87221,87221,1
87222,87222,0
87223,87223,1
87224,87224,0
87225,87225,1
87226,87226,1
87227,87227,1
87228,87228,1
87229,87229,0
87230,87230,0
87231,87231,0
87232,87232,0
87233,87233,0
87234,87234,0
87235,87235,1
87236,87236,1
87237,87237,0
87238,87238,1
87239,87239,1
87240,87240,0
87241,87241,1
87242,87242,0
87243,87243,1
87244,87244,1
87245,87245,1
87246,87246,1
87247,87247,1
87248,87248,0
87249,87249,0
87250,87250,1
87251,87251,0
87252,87252,1
87253,87253,1
87254,87254,0
87255,87255,1
87256,87256,1
87257,87257,0
87258,87258,1
87259,87259,0
87260,87260,1
87261,87261,0
87262,87262,1
87263,87263,0
87264,87264,0
87265,87265,0
87266,87266,0
87267,87267,0
87268,87268,1
87269,87269,0
87270,87270,0
87271,87271,0
87272,87272,0
87273,87273,1
87274,87274,0
87275,87275,0
87276,87276,1
87277,87277,1
87278,87278,1
87279,87279,1
87280,87280,1
87281,87281,0
87282,87282,1
87283,87283,1
87284,87284,1
87285,87285,1
87286,87286,0
87287,87287,1
87288,87288,0
87289,87289,0
87290,87290,1
87291,87291,1
87292,87292,1
87293,87293,0
87294,87294,1
87295,87295,0
87296,87296,1
87297,87297,1
87298,87298,1
87299,87299,1
87300,87300,0
87301,87301,1
87302,87302,1
87303,87303,0
87304,87304,0
87305,87305,1
87306,87306,0
87307,87307,0
87308,87308,1
87309,87309,1
87310,87310,1
87311,87311,0
87312,87312,0
87313,87313,0
87314,87314,1
87315,87315,0
87316,87316,1
87317,87317,1
87318,87318,1
87319,87319,1
87320,87320,0
87321,87321,1
87322,87322,1
87323,87323,0
87324,87324,0
87325,87325,0
87326,87326,1
87327,87327,1
87328,87328,0
87329,87329,1
87330,87330,0
87331,87331,1
87332,87332,1
87333,87333,0
87334,87334,0
87335,87335,0
87336,87336,0
87337,87337,0
87338,87338,1
87339,87339,0
87340,87340,0
87341,87341,0
87342,87342,0
87343,87343,0
87344,87344,0
87345,87345,1
87346,87346,0
87347,87347,1
87348,87348,0
87349,87349,1
87350,87350,0
87351,87351,1
87352,87352,1
87353,87353,1
87354,87354,1
87355,87355,1
87356,87356,1
87357,87357,0
87358,87358,1
87359,87359,0
87360,87360,0
87361,87361,1
87362,87362,0
87363,87363,1
87364,87364,1
87365,87365,0
87366,87366,1
87367,87367,1
87368,87368,0
87369,87369,1
87370,87370,0
87371,87371,0
87372,87372,0
87373,87373,1
87374,87374,0
87375,87375,0
87376,87376,0
87377,87377,1
87378,87378,1
87379,87379,0
87380,87380,1
87381,87381,0
87382,87382,0
87383,87383,1
87384,87384,0
87385,87385,0
87386,87386,1
87387,87387,0
87388,87388,0
87389,87389,0
87390,87390,1
87391,87391,0
87392,87392,1
87393,87393,1
87394,87394,0
87395,87395,0
87396,87396,0
87397,87397,1
87398,87398,1
87399,87399,0
87400,87400,0
87401,87401,1
87402,87402,1
87403,87403,0
87404,87404,0
87405,87405,0
87406,87406,0
87407,87407,1
87408,87408,0
87409,87409,0
87410,87410,1
87411,87411,1
87412,87412,1
87413,87413,1
87414,87414,0
87415,87415,0
87416,87416,0
87417,87417,0
87418,87418,1
87419,87419,1
87420,87420,0
87421,87421,0
87422,87422,0
87423,87423,0
87424,87424,0
87425,87425,1
87426,87426,0
87427,87427,1
87428,87428,0
87429,87429,0
87430,87430,1
87431,87431,1
87432,87432,0
87433,87433,1
87434,87434,0
87435,87435,0
87436,87436,0
87437,87437,0
87438,87438,1
87439,87439,0
87440,87440,0
87441,87441,1
87442,87442,0
87443,87443,1
87444,87444,0
87445,87445,0
87446,87446,0
87447,87447,1
87448,87448,0
87449,87449,0
87450,87450,1
87451,87451,0
87452,87452,1
87453,87453,1
87454,87454,0
87455,87455,0
87456,87456,1
87457,87457,1
87458,87458,1
87459,87459,0
87460,87460,0
87461,87461,1
87462,87462,1
87463,87463,1
87464,87464,1
87465,87465,0
87466,87466,1
87467,87467,0
87468,87468,0
87469,87469,1
87470,87470,1
87471,87471,1
87472,87472,1
87473,87473,0
87474,87474,0
87475,87475,1
87476,87476,1
87477,87477,0
87478,87478,0
87479,87479,1
87480,87480,0
87481,87481,0
87482,87482,0
87483,87483,0
87484,87484,0
87485,87485,0
87486,87486,0
87487,87487,0
87488,87488,0
87489,87489,0
87490,87490,1
87491,87491,0
87492,87492,1
87493,87493,1
87494,87494,0
87495,87495,0
87496,87496,1
87497,87497,1
87498,87498,0
87499,87499,1
87500,87500,1
87501,87501,0
87502,87502,0
87503,87503,1
87504,87504,1
87505,87505,0
87506,87506,1
87507,87507,0
87508,87508,1
87509,87509,1
87510,87510,1
87511,87511,0
87512,87512,0
87513,87513,0
87514,87514,0
87515,87515,1
87516,87516,1
87517,87517,1
87518,87518,0
87519,87519,0
87520,87520,0
87521,87521,1
87522,87522,1
87523,87523,1
87524,87524,1
87525,87525,1
87526,87526,0
87527,87527,0
87528,87528,0
87529,87529,0
87530,87530,1
87531,87531,0
87532,87532,1
87533,87533,0
87534,87534,1
87535,87535,1
87536,87536,0
87537,87537,1
87538,87538,1
87539,87539,1
